AccusedMasterID,CaseMasterID,PersonID,GenderID,AgeYear,District,ModusOperandi,RepeatIdentity
3610,2601,A1,M,28,Koppal,Courier via Public Transport,3610
3611,2601,A2,M,31,Koppal,Courier via Public Transport,3611
3612,2601,A3,M,16,Koppal,Courier via Public Transport,3612
3613,2602,A1,M,33,Yadgir,Dowry-Related Coercion,3613
3614,2602,A2,M,25,Yadgir,Workplace Harassment,3614
3615,2604,A1,M,18,Kalaburagi,Break-in via Rear Entry,3615
3616,2604,A2,M,18,Kalaburagi,Vehicle Theft (Parked),3616
3617,2604,A3,F,19,Kalaburagi,Snatching in Transit,3617
3618,2605,A1,M,16,Tumakuru,Break-in via Rear Entry,3618
3619,2605,A2,M,24,Tumakuru,Shop Lock-Break,3619
3620,2606,A1,M,28,Kolar,Group Attack (Prior Enmity),3620
3621,2606,A2,M,26,Kolar,Weapon-Assisted Assault,3621
3622,2607,A1,M,30,Mysuru,Vehicle Theft (Parked),3622
3623,2608,A1,M,19,Chamarajanagar,Organized Group Mobilization,3623
3624,2608,A2,F,30,Chamarajanagar,Social-Media Incited Assembly,3624
3625,2609,A1,M,30,Kolar,Vehicle Theft (Parked),3625
3626,2609,A2,M,30,Kolar,Snatching in Transit,3626
3627,2609,A3,M,20,Kolar,Snatching in Transit,3627
3628,2610,A1,M,43,Ballari,Group Attack (Prior Enmity),3628
3629,2611,A1,M,16,Kolar,Shop Lock-Break,3629
3630,2612,A1,M,22,Kolar,Fake Investment App,3630
3631,2612,A2,F,30,Kolar,Social Media Impersonation,3631
3632,2613,A1,M,23,Bagalkot,Sudden Armed Assault,3632
3633,2613,A2,M,31,Bagalkot,Weapon-Assisted Assault,3633
3634,2614,A1,M,30,Kalaburagi,SIM-Swap Fraud,3634
3635,2614,A2,M,39,Kalaburagi,Social Media Impersonation,3635
3636,2615,A1,M,30,Bengaluru City,Sudden Armed Assault,3636
3637,2615,A2,M,31,Bengaluru City,Confrontation over Dispute,3637
3638,2615,A3,F,44,Bengaluru City,Group Attack (Prior Enmity),3638
3639,2616,A1,M,27,Bengaluru Rural,Break-in via Rear Entry,3639
3640,2616,A2,M,17,Bengaluru Rural,Vehicle Theft (Parked),3640
3641,2617,A1,M,43,Chamarajanagar,Break-in via Rear Entry,3641
3642,2617,A2,M,16,Chamarajanagar,Vehicle Theft (Parked),3642
3643,2619,A1,M,26,Udupi,Workplace Harassment,3643
3644,2620,A1,M,29,Bagalkot,Night-time House Break-in,3644
3645,2621,A1,M,24,Chitradurga,Break-in via Rear Entry,3645
3646,2621,A2,M,28,Chitradurga,Break-in via Rear Entry,3646
3647,2621,A3,M,27,Chitradurga,Night-time House Break-in,3647
3648,2622,A1,M,17,Hassan,Snatching in Transit,3648
3649,2623,A1,M,27,Raichur,Vehicle Theft (Parked),3649
3650,2623,A2,M,43,Raichur,Night-time House Break-in,3650
3651,2624,A1,M,24,Bengaluru Rural,Workplace Harassment,3651
3652,2625,A1,M,32,Bengaluru City,Snatching in Transit,3652
3653,2626,A1,M,27,Udupi,Chit Fund Default,3653
3654,2628,A1,M,16,Bagalkot,Social Media Impersonation,3654
3655,2628,A2,M,20,Bagalkot,SIM-Swap Fraud,3655
3656,2629,A1,M,28,Kolar,Vehicle Theft (Parked),3656
3657,2630,A1,M,32,Chamarajanagar,Confrontation over Dispute,3657
3658,2631,A1,M,28,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3658
3659,2631,A2,M,35,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3659
3660,2631,A3,M,36,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3660
3661,2632,A1,M,25,Kalaburagi,Break-in via Rear Entry,3661
3662,2633,A1,M,27,Ballari,Vehicle Theft (Parked),3662
3663,2633,A2,M,19,Ballari,Shop Lock-Break,3663
3664,2634,A1,M,18,Bengaluru Rural,Fake Investment App,3664
3665,2635,A1,M,45,Ballari,Group Attack (Prior Enmity),3665
3666,2636,A1,M,16,Bidar,Shell Company Cheating,3666
3667,2637,A1,F,18,Mysuru,Shop Lock-Break,3667
3668,2637,A2,M,32,Mysuru,Night-time House Break-in,3668
3669,2637,A3,M,32,Mysuru,Night-time House Break-in,3669
3670,2638,A1,M,38,Mangaluru (Dakshina Kannada),Organized Group Mobilization,3670
3671,2639,A1,M,38,Hubballi-Dharwad,Stalking Prior to Offence,3671
3672,2640,A1,M,34,Hassan,Snatching in Transit,3672
3673,2642,A1,M,19,Chamarajanagar,Shell Company Cheating,3673
3674,2642,A2,M,40,Chamarajanagar,Shell Company Cheating,3674
3675,2643,A1,M,45,Ramanagara,Dowry-Related Coercion,3675
3676,2644,A1,M,29,Davanagere,Cheque Bounce Fraud,3676
3677,2644,A2,M,28,Davanagere,Chit Fund Default,3677
3678,2645,A1,M,41,Bengaluru Rural,Group Attack (Prior Enmity),3678
3679,2646,A1,M,38,Belagavi,Stalking Prior to Offence,3679
3680,2647,A1,M,20,Bengaluru Rural,Stalking Prior to Offence,3680
3681,2647,A2,M,34,Bengaluru Rural,Stalking Prior to Offence,3681
3682,2648,A1,M,27,Ballari,Home Cultivation/Storage,3682
3683,2649,A1,M,35,Hubballi-Dharwad,Night-time House Break-in,3683
3684,2650,A1,F,20,Belagavi,Social-Media Incited Assembly,3684
3685,2650,A2,M,16,Belagavi,Organized Group Mobilization,3685
3686,2651,A1,M,33,Bengaluru Rural,Break-in via Rear Entry,3686
3687,2653,A1,M,21,Raichur,Dowry-Related Coercion,3687
3688,2654,A1,M,20,Chamarajanagar,Break-in via Rear Entry,3688
3689,2654,A2,M,22,Chamarajanagar,Night-time House Break-in,3689
3690,2654,A3,M,38,Chamarajanagar,Night-time House Break-in,3690
3691,2655,A1,M,18,Haveri,Chit Fund Default,3691
3692,2656,A1,F,26,Belagavi,Dowry-Related Coercion,3692
3693,2656,A2,M,24,Belagavi,Known-Person Domestic Abuse,3693
3694,2658,A1,F,37,Ballari,Stalking Prior to Offence,3694
3695,2658,A2,M,21,Ballari,Dowry-Related Coercion,3695
3696,2658,A3,M,32,Ballari,Known-Person Domestic Abuse,3696
3697,2659,A1,M,36,Udupi,Sudden Armed Assault,3697
3698,2659,A2,M,18,Udupi,Sudden Armed Assault,3698
3699,2660,A1,M,31,Udupi,Forged Document Trail,3699
3700,2660,A2,F,16,Udupi,Chit Fund Default,3700
3701,2660,A3,M,37,Udupi,Cheque Bounce Fraud,3701
3702,2661,A1,M,23,Bengaluru Rural,Organized Group Mobilization,3702
3703,2661,A2,F,35,Bengaluru Rural,Organized Group Mobilization,3703
3704,2662,A1,M,34,Bengaluru City,Vehicle Theft (Parked),3704
3705,2662,A2,M,28,Bengaluru City,Snatching in Transit,3705
3706,2662,A3,F,18,Bengaluru City,Vehicle Theft (Parked),3706
3707,2665,A1,M,16,Davanagere,Vehicle Theft (Parked),3707
3708,2665,A2,M,20,Davanagere,Snatching in Transit,3708
3709,2666,A1,M,19,Udupi,Shop Lock-Break,3709
3710,2667,A1,M,33,Bengaluru Rural,Forged Document Trail,3710
3711,2667,A2,M,29,Bengaluru Rural,Chit Fund Default,3711
3712,2668,A1,M,26,Raichur,Sudden Armed Assault,3712
3713,2668,A2,M,22,Raichur,Confrontation over Dispute,3713
3714,2668,A3,M,17,Raichur,Group Attack (Prior Enmity),3714
3715,2669,A1,M,34,Tumakuru,Shop Lock-Break,3715
3716,2670,A1,F,44,Tumakuru,Weapon-Assisted Assault,3716
3717,2671,A1,M,31,Bengaluru City,Sudden Armed Assault,3717
3718,2673,A1,M,27,Chamarajanagar,SIM-Swap Fraud,3718
3719,2673,A2,M,20,Chamarajanagar,Fake Investment App,3719
3720,2674,A1,M,24,Yadgir,Chit Fund Default,3720
3721,2675,A1,M,46,Bidar,Dowry-Related Coercion,3721
3722,2675,A2,M,41,Bidar,Stalking Prior to Offence,3722
3723,2679,A1,M,16,Belagavi,Night-time House Break-in,3723
3724,2680,A1,M,35,Uttara Kannada,Snatching in Transit,3724
3725,2680,A2,M,24,Uttara Kannada,Night-time House Break-in,3725
3726,2681,A1,M,43,Bagalkot,Chit Fund Default,3726
3727,2683,A1,M,16,Bengaluru City,Stalking Prior to Offence,3727
3728,2683,A2,M,26,Bengaluru City,Stalking Prior to Offence,3728
3729,2684,A1,F,29,Haveri,Night-time House Break-in,3729
3730,2684,A2,M,31,Haveri,Break-in via Rear Entry,3730
3731,2685,A1,M,16,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3731
3732,2686,A1,M,22,Belagavi,Vehicle Theft (Parked),3732
3733,2687,A1,M,45,Kodagu,Cheque Bounce Fraud,3733
3734,2687,A2,M,37,Kodagu,Shell Company Cheating,3734
3735,2688,A1,M,28,Raichur,Known-Person Domestic Abuse,3735
3736,2688,A2,M,16,Raichur,Stalking Prior to Offence,3736
3737,2688,A3,M,32,Raichur,Workplace Harassment,3737
3738,2689,A1,F,23,Kodagu,Stalking Prior to Offence,3738
3739,2689,A2,M,27,Kodagu,Dowry-Related Coercion,3739
3740,2690,A1,M,19,Belagavi,Vehicle Theft (Parked),3740
3741,2690,A2,M,16,Belagavi,Snatching in Transit,3741
3742,2692,A1,M,35,Bagalkot,Cheque Bounce Fraud,3742
3743,2693,A1,M,23,Shivamogga,SIM-Swap Fraud,3743
3744,2693,A2,M,26,Shivamogga,Social Media Impersonation,3744
3745,2693,A3,M,34,Shivamogga,Fake Investment App,3745
3746,2694,A1,M,28,Belagavi,Courier via Public Transport,3746
3747,2695,A1,M,28,Kolar,Cheque Bounce Fraud,3747
3748,2695,A2,M,24,Kolar,Cheque Bounce Fraud,3748
3749,2696,A1,F,28,Bagalkot,Known-Person Domestic Abuse,3749
3750,2697,A1,M,23,Belagavi,Dowry-Related Coercion,3750
3751,2697,A2,M,23,Belagavi,Known-Person Domestic Abuse,3751
3752,2697,A3,F,19,Belagavi,Known-Person Domestic Abuse,3752
3753,2699,A1,F,26,Yadgir,Social-Media Incited Assembly,3753
3754,2700,A1,M,29,Mysuru,Home Cultivation/Storage,3754
3755,2702,A1,M,25,Shivamogga,Group Attack (Prior Enmity),3755
3756,2703,A1,M,18,Tumakuru,Break-in via Rear Entry,3756
3757,2704,A1,M,20,Bengaluru Rural,Dowry-Related Coercion,3757
3758,2704,A2,M,28,Bengaluru Rural,Workplace Harassment,3758
3759,2705,A1,M,38,Bagalkot,Sudden Armed Assault,3759
3760,2706,A1,M,21,Gadag,Night-time House Break-in,3760
3761,2707,A1,F,41,Hassan,Stalking Prior to Offence,3761
3762,2708,A1,M,29,Bidar,Weapon-Assisted Assault,3762
3763,2709,A1,F,24,Bengaluru Rural,Night-time House Break-in,3763
3764,2710,A1,M,17,Tumakuru,Group Attack (Prior Enmity),3764
3765,2710,A2,F,42,Tumakuru,Weapon-Assisted Assault,3765
3766,2710,A3,M,16,Tumakuru,Confrontation over Dispute,3766
3767,2711,A1,M,24,Hubballi-Dharwad,Weapon-Assisted Assault,3767
3768,2712,A1,M,24,Hassan,SIM-Swap Fraud,3768
3769,2712,A2,M,16,Hassan,Fake Investment App,3769
3770,2712,A3,M,38,Hassan,Social Media Impersonation,3770
3771,2713,A1,M,20,Raichur,Phishing Link / OTP Fraud,3771
3772,2713,A2,M,36,Raichur,Fake Investment App,3772
3773,2714,A1,M,25,Bengaluru Rural,Dowry-Related Coercion,3773
3774,2714,A2,M,34,Bengaluru Rural,Known-Person Domestic Abuse,3774
3775,2715,A1,M,27,Chamarajanagar,Organized Group Mobilization,3775
3776,2715,A2,M,41,Chamarajanagar,Social-Media Incited Assembly,3776
3777,2715,A3,M,28,Chamarajanagar,Social-Media Incited Assembly,3777
3778,2716,A1,M,34,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3778
3779,2716,A2,M,37,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3779
3780,2717,A1,M,19,Bengaluru Rural,Sudden Armed Assault,3780
3781,2717,A2,M,22,Bengaluru Rural,Weapon-Assisted Assault,3781
3782,2718,A1,M,47,Belagavi,Chit Fund Default,3782
3783,2718,A2,M,24,Belagavi,Chit Fund Default,3783
3784,2719,A1,M,35,Chikkaballapur,Workplace Harassment,3784
3785,2719,A2,M,19,Chikkaballapur,Stalking Prior to Offence,3785
3786,2720,A1,M,25,Bengaluru Rural,Dowry-Related Coercion,3786
3787,2721,A1,M,29,Chitradurga,Weapon-Assisted Assault,3787
3788,2722,A1,M,31,Tumakuru,Night-time House Break-in,3788
3789,2723,A1,M,27,Kolar,Stalking Prior to Offence,3789
3790,2724,A1,M,27,Ballari,Known-Person Domestic Abuse,3790
3791,2725,A1,M,22,Ballari,Night-time House Break-in,3791
3792,2727,A1,M,44,Belagavi,Stalking Prior to Offence,3792
3793,2727,A2,M,24,Belagavi,Stalking Prior to Offence,3793
3794,2729,A1,M,37,Mangaluru (Dakshina Kannada),Snatching in Transit,3794
3795,2730,A1,M,47,Chamarajanagar,Chit Fund Default,3795
3796,2731,A1,M,39,Belagavi,Shop Lock-Break,3796
3797,2732,A1,M,22,Chikkaballapur,Night-time House Break-in,3797
3798,2732,A2,M,31,Chikkaballapur,Night-time House Break-in,3798
3799,2733,A1,M,19,Mysuru,Workplace Harassment,3799
3800,2733,A2,F,26,Mysuru,Dowry-Related Coercion,3800
3801,2734,A1,M,31,Mangaluru (Dakshina Kannada),Confrontation over Dispute,3801
3802,2734,A2,M,29,Mangaluru (Dakshina Kannada),Sudden Armed Assault,3802
3803,2734,A3,F,23,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),3803
3804,2735,A1,M,23,Belagavi,Vehicle Theft (Parked),3804
3805,2735,A2,M,21,Belagavi,Break-in via Rear Entry,3805
3806,2736,A1,M,19,Hassan,Night-time House Break-in,3806
3807,2736,A2,M,27,Hassan,Vehicle Theft (Parked),3807
3808,2737,A1,M,19,Bengaluru City,Sudden Armed Assault,3808
3809,2738,A1,M,41,Bengaluru Rural,Vehicle Theft (Parked),3809
3810,2739,A1,M,22,Haveri,Weapon-Assisted Assault,3810
3811,2740,A1,M,30,Belagavi,Known-Person Domestic Abuse,3811
3812,2741,A1,M,23,Bengaluru Rural,Sudden Armed Assault,3812
3813,2742,A1,M,16,Davanagere,Shop Lock-Break,3813
3814,2742,A2,F,30,Davanagere,Night-time House Break-in,3814
3815,2743,A1,M,21,Chamarajanagar,Social-Media Incited Assembly,3815
3816,2744,A1,M,31,Davanagere,Stalking Prior to Offence,3816
3817,2745,A1,M,30,Koppal,Snatching in Transit,3817
3818,2746,A1,F,32,Udupi,Group Attack (Prior Enmity),3818
3819,2747,A1,M,34,Udupi,Night-time House Break-in,3819
3820,2747,A2,M,29,Udupi,Night-time House Break-in,3820
3821,2747,A3,M,35,Udupi,Break-in via Rear Entry,3821
3822,2748,A1,M,30,Yadgir,Shop Lock-Break,3822
3823,2748,A2,F,16,Yadgir,Snatching in Transit,3823
3824,2749,A1,M,30,Kodagu,Night-time House Break-in,3824
3825,2750,A1,M,16,Yadgir,Phishing Link / OTP Fraud,3825
3826,2753,A1,M,23,Belagavi,Night-time House Break-in,3826
3827,2755,A1,F,18,Chamarajanagar,Break-in via Rear Entry,3827
3828,2757,A1,F,20,Chikkamagaluru,Chit Fund Default,3828
3829,2758,A1,M,20,Haveri,Break-in via Rear Entry,3829
3830,2759,A1,M,39,Tumakuru,Vehicle Theft (Parked),3830
3831,2760,A1,M,32,Davanagere,Group Attack (Prior Enmity),3831
3832,2761,A1,M,35,Tumakuru,Night-time House Break-in,3832
3833,2761,A2,M,27,Tumakuru,Night-time House Break-in,3833
3834,2762,A1,F,16,Bengaluru Rural,Weapon-Assisted Assault,3834
3835,2762,A2,M,31,Bengaluru Rural,Group Attack (Prior Enmity),3835
3836,2762,A3,F,16,Bengaluru Rural,Confrontation over Dispute,3836
3837,2763,A1,M,33,Uttara Kannada,Weapon-Assisted Assault,3837
3838,2763,A2,M,25,Uttara Kannada,Sudden Armed Assault,3838
3839,2764,A1,M,26,Belagavi,Phishing Link / OTP Fraud,3839
3840,2764,A2,M,35,Belagavi,Phishing Link / OTP Fraud,3840
3841,2765,A1,M,32,Bengaluru City,Chit Fund Default,3841
3842,2765,A2,M,26,Bengaluru City,Forged Document Trail,3842
3843,2767,A1,M,31,Tumakuru,Home Cultivation/Storage,3843
3844,2767,A2,M,41,Tumakuru,Cross-Border Transit Route,3844
3845,2768,A1,F,19,Ballari,Group Attack (Prior Enmity),3845
3846,2769,A1,M,16,Mysuru,Stalking Prior to Offence,3846
3847,2769,A2,M,22,Mysuru,Known-Person Domestic Abuse,3847
3848,2769,A3,M,31,Mysuru,Workplace Harassment,3848
3849,2770,A1,M,24,Chamarajanagar,Fake Investment App,3849
3850,2771,A1,M,29,Belagavi,Weapon-Assisted Assault,3850
3851,2772,A1,M,21,Bengaluru Rural,Cheque Bounce Fraud,3851
3852,2772,A2,M,36,Bengaluru Rural,Forged Document Trail,3852
3853,2773,A1,M,34,Mysuru,Dowry-Related Coercion,3853
3854,2773,A2,M,35,Mysuru,Workplace Harassment,3854
3855,2773,A3,M,36,Mysuru,Workplace Harassment,3855
3856,2774,A1,M,43,Davanagere,Cross-Border Transit Route,3856
3857,2774,A2,M,44,Davanagere,Home Cultivation/Storage,3857
3858,2774,A3,M,21,Davanagere,Courier via Public Transport,3858
3859,2775,A1,M,22,Davanagere,Stalking Prior to Offence,3859
3860,2776,A1,M,29,Ballari,Cheque Bounce Fraud,3860
3861,2777,A1,F,25,Tumakuru,Sudden Armed Assault,3861
3862,2778,A1,M,21,Haveri,Cross-Border Transit Route,3862
3863,2779,A1,F,40,Tumakuru,Shop Lock-Break,3863
3864,2779,A2,M,16,Tumakuru,Break-in via Rear Entry,3864
3865,2780,A1,M,20,Ramanagara,Dowry-Related Coercion,3865
3866,2781,A1,M,45,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),3866
3867,2781,A2,M,36,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,3867
3868,2781,A3,M,34,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,3868
3869,2782,A1,M,23,Belagavi,Break-in via Rear Entry,3869
3870,2783,A1,M,16,Kodagu,Snatching in Transit,3870
3871,2784,A1,M,41,Gadag,Weapon-Assisted Assault,3871
3872,2785,A1,M,38,Bengaluru Rural,Cross-Border Transit Route,3872
3873,2785,A2,M,34,Bengaluru Rural,Courier via Public Transport,3873
3874,2786,A1,M,36,Bengaluru City,Social-Media Incited Assembly,3874
3875,2787,A1,M,32,Mangaluru (Dakshina Kannada),Snatching in Transit,3875
3876,2788,A1,M,25,Kodagu,Phishing Link / OTP Fraud,3876
3877,2788,A2,M,33,Kodagu,Phishing Link / OTP Fraud,3877
3878,2788,A3,F,24,Kodagu,Fake Investment App,3878
3879,2790,A1,M,49,Tumakuru,Snatching in Transit,3879
3880,2790,A2,F,41,Tumakuru,Shop Lock-Break,3880
3881,2791,A1,M,16,Hassan,Dowry-Related Coercion,3881
3882,2792,A1,M,29,Bengaluru Rural,SIM-Swap Fraud,3882
3883,2793,A1,F,31,Hassan,Vehicle Theft (Parked),3883
3884,2794,A1,M,33,Haveri,Weapon-Assisted Assault,3884
3885,2794,A2,F,16,Haveri,Group Attack (Prior Enmity),3885
3886,2796,A1,M,40,Bengaluru City,Vehicle Theft (Parked),3886
3887,2797,A1,M,18,Kolar,Stalking Prior to Offence,3887
3888,2797,A2,M,16,Kolar,Workplace Harassment,3888
3889,2798,A1,M,16,Udupi,Vehicle Theft (Parked),3889
3890,2798,A2,M,31,Udupi,Night-time House Break-in,3890
3891,2799,A1,M,24,Belagavi,Social Media Impersonation,3891
3892,2800,A1,F,16,Hassan,Courier via Public Transport,3892
3893,2800,A2,F,34,Hassan,Courier via Public Transport,3893
3894,2801,A1,M,42,Bidar,Vehicle Theft (Parked),3894
3895,2801,A2,M,31,Bidar,Night-time House Break-in,3895
3896,2801,A3,F,41,Bidar,Shop Lock-Break,3896
3897,2802,A1,M,30,Chamarajanagar,Snatching in Transit,3897
3898,2803,A1,M,26,Belagavi,Shop Lock-Break,3898
3899,2804,A1,M,16,Mandya,Confrontation over Dispute,3899
3900,2805,A1,F,36,Yadgir,Workplace Harassment,3900
3901,2806,A1,M,20,Belagavi,Shop Lock-Break,3901
3902,2807,A1,M,29,Chitradurga,Shell Company Cheating,3902
3903,2807,A2,M,19,Chitradurga,Shell Company Cheating,3903
3904,2808,A1,M,23,Kolar,Break-in via Rear Entry,3904
3905,2809,A1,F,16,Vijayapura,Shop Lock-Break,3905
3906,2809,A2,M,25,Vijayapura,Vehicle Theft (Parked),3906
3907,2810,A1,F,38,Belagavi,Known-Person Domestic Abuse,3907
3908,2811,A1,F,46,Hassan,Break-in via Rear Entry,3908
3909,2812,A1,M,26,Hassan,Vehicle Theft (Parked),3909
3910,2812,A2,F,18,Hassan,Night-time House Break-in,3910
3911,2813,A1,M,16,Mysuru,Shell Company Cheating,3911
3912,2814,A1,M,25,Uttara Kannada,Dowry-Related Coercion,3912
3913,2815,A1,M,45,Tumakuru,Social Media Impersonation,3913
3914,2816,A1,M,36,Belagavi,Snatching in Transit,3914
3915,2817,A1,M,25,Hubballi-Dharwad,Dowry-Related Coercion,3915
3916,2817,A2,M,48,Hubballi-Dharwad,Dowry-Related Coercion,3916
3917,2817,A3,F,16,Hubballi-Dharwad,Stalking Prior to Offence,3917
3918,2819,A1,M,26,Mysuru,Group Attack (Prior Enmity),3918
3919,2819,A2,M,26,Mysuru,Confrontation over Dispute,3919
3920,2820,A1,M,16,Belagavi,Group Attack (Prior Enmity),3920
3921,2820,A2,F,36,Belagavi,Sudden Armed Assault,3921
3922,2822,A1,M,36,Koppal,Weapon-Assisted Assault,3922
3923,2823,A1,M,42,Belagavi,Workplace Harassment,3923
3924,2823,A2,M,16,Belagavi,Known-Person Domestic Abuse,3924
3925,2825,A1,M,36,Kolar,Cheque Bounce Fraud,3925
3926,2826,A1,M,27,Ballari,Break-in via Rear Entry,3926
3927,2827,A1,M,39,Chikkamagaluru,Stalking Prior to Offence,3927
3928,2827,A2,M,20,Chikkamagaluru,Workplace Harassment,3928
3929,2828,A1,M,29,Bengaluru Rural,Social Media Impersonation,3929
3930,2829,A1,M,40,Kodagu,Break-in via Rear Entry,3930
3931,2829,A2,M,23,Kodagu,Night-time House Break-in,3931
3932,2830,A1,M,33,Kodagu,Social Media Impersonation,3932
3933,2830,A2,M,28,Kodagu,Fake Investment App,3933
3934,2831,A1,M,30,Hassan,Shop Lock-Break,3934
3935,2831,A2,M,44,Hassan,Night-time House Break-in,3935
3936,2831,A3,M,31,Hassan,Break-in via Rear Entry,3936
3937,2832,A1,M,30,Bengaluru City,Dowry-Related Coercion,3937
3938,2833,A1,M,16,Gadag,Home Cultivation/Storage,3938
3939,2833,A2,M,30,Gadag,Courier via Public Transport,3939
3940,2834,A1,M,22,Bengaluru City,Snatching in Transit,3940
3941,2835,A1,M,32,Belagavi,Snatching in Transit,3941
3942,2835,A2,M,26,Belagavi,Vehicle Theft (Parked),3942
3943,2836,A1,M,22,Belagavi,Workplace Harassment,3943
3944,2837,A1,M,29,Hassan,Workplace Harassment,3944
3945,2838,A1,M,22,Bengaluru City,Stalking Prior to Offence,3945
3946,2839,A1,M,27,Belagavi,Phishing Link / OTP Fraud,3946
3947,2839,A2,M,35,Belagavi,Fake Investment App,3947
3948,2840,A1,M,29,Bengaluru City,Workplace Harassment,3948
3949,2841,A1,F,30,Mangaluru (Dakshina Kannada),Fake Investment App,3949
3950,2842,A1,F,41,Raichur,Sudden Armed Assault,3950
3951,2842,A2,M,23,Raichur,Weapon-Assisted Assault,3951
3952,2842,A3,M,28,Raichur,Confrontation over Dispute,3952
3953,2843,A1,M,44,Mysuru,Weapon-Assisted Assault,3953
3954,2843,A2,M,26,Mysuru,Confrontation over Dispute,3954
3955,2843,A3,M,32,Mysuru,Weapon-Assisted Assault,3955
3956,2844,A1,M,19,Bengaluru Rural,Cheque Bounce Fraud,3956
3957,2845,A1,M,28,Chamarajanagar,Night-time House Break-in,3957
3958,2846,A1,M,43,Kodagu,Workplace Harassment,3958
3959,2847,A1,M,25,Bengaluru Rural,Phishing Link / OTP Fraud,3959
3960,2848,A1,F,31,Udupi,Forged Document Trail,3960
3961,2849,A1,M,16,Raichur,Home Cultivation/Storage,3961
3962,2849,A2,M,23,Raichur,Home Cultivation/Storage,3962
3963,2850,A1,M,52,Hassan,Cheque Bounce Fraud,3963
3964,2850,A2,M,25,Hassan,Chit Fund Default,3964
3965,2850,A3,M,23,Hassan,Chit Fund Default,3965
3966,2851,A1,M,31,Kolar,Social-Media Incited Assembly,3966
3967,2852,A1,M,24,Chamarajanagar,Break-in via Rear Entry,3967
3968,2853,A1,M,20,Raichur,Known-Person Domestic Abuse,3968
3969,2854,A1,M,20,Bengaluru Rural,Shop Lock-Break,3969
3970,2855,A1,M,53,Bengaluru City,Confrontation over Dispute,3970
3971,2856,A1,M,39,Kalaburagi,Vehicle Theft (Parked),3971
3972,2857,A1,M,25,Mysuru,Chit Fund Default,3972
3973,2858,A1,M,29,Hassan,Shop Lock-Break,3973
3974,2859,A1,M,28,Haveri,Phishing Link / OTP Fraud,3974
3975,2859,A2,M,31,Haveri,Fake Investment App,3975
3976,2860,A1,M,40,Hubballi-Dharwad,Sudden Armed Assault,3976
3977,2861,A1,M,49,Kalaburagi,Sudden Armed Assault,3977
3978,2861,A2,M,40,Kalaburagi,Confrontation over Dispute,3978
3979,2862,A1,M,32,Belagavi,Cross-Border Transit Route,3979
3980,2863,A1,M,20,Bidar,Sudden Armed Assault,3980
3981,2863,A2,M,38,Bidar,Group Attack (Prior Enmity),3981
3982,2864,A1,M,25,Chamarajanagar,Shop Lock-Break,3982
3983,2865,A1,F,27,Hubballi-Dharwad,Weapon-Assisted Assault,3983
3984,2865,A2,M,30,Hubballi-Dharwad,Weapon-Assisted Assault,3984
3985,2866,A1,M,16,Koppal,Stalking Prior to Offence,3985
3986,2866,A2,M,34,Koppal,Workplace Harassment,3986
3987,2867,A1,F,38,Udupi,Weapon-Assisted Assault,3987
3988,2867,A2,M,32,Udupi,Sudden Armed Assault,3988
3989,2867,A3,M,27,Udupi,Weapon-Assisted Assault,3989
3990,2868,A1,M,25,Ramanagara,Dowry-Related Coercion,3990
3991,2869,A1,M,24,Ramanagara,Confrontation over Dispute,3991
3992,2870,A1,M,28,Vijayapura,Shop Lock-Break,3992
3993,2871,A1,M,29,Kodagu,Fake Investment App,3993
3994,2872,A1,M,33,Yadgir,Break-in via Rear Entry,3994
3995,2872,A2,M,29,Yadgir,Night-time House Break-in,3995
3996,2872,A3,M,18,Yadgir,Snatching in Transit,3996
3997,2873,A1,F,28,Bengaluru Rural,Cheque Bounce Fraud,3997
3998,2874,A1,M,26,Belagavi,Social Media Impersonation,3998
3999,2874,A2,M,49,Belagavi,Social Media Impersonation,3999
4000,2875,A1,M,31,Udupi,SIM-Swap Fraud,4000
4001,2876,A1,M,23,Mandya,Known-Person Domestic Abuse,4001
4002,2877,A1,M,23,Bengaluru City,Weapon-Assisted Assault,4002
4003,2877,A2,M,35,Bengaluru City,Group Attack (Prior Enmity),4003
4004,2878,A1,M,29,Belagavi,Cross-Border Transit Route,4004
4005,2879,A1,M,19,Ramanagara,Social Media Impersonation,4005
4006,2879,A2,M,26,Ramanagara,Phishing Link / OTP Fraud,4006
4007,2880,A1,F,35,Bengaluru Rural,Social Media Impersonation,4007
4008,2880,A2,M,32,Bengaluru Rural,Fake Investment App,4008
4009,2881,A1,M,20,Ballari,Night-time House Break-in,4009
4010,2881,A2,M,29,Ballari,Break-in via Rear Entry,4010
4011,2882,A1,M,30,Belagavi,Confrontation over Dispute,4011
4012,2883,A1,M,25,Chamarajanagar,Confrontation over Dispute,4012
4013,2884,A1,M,24,Belagavi,Fake Investment App,4013
