CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
2535,100070002202402535,Hubballi-Dharwad,2,2024-01-20,2024,1,PAR,Non-Heinous,Cyber Crime,Cyberstalking,Closed,15.1822,75.13533
2536,100250002202202536,Ramanagara,2,2022-10-27,2022,10,PAR,Non-Heinous,Crimes Against Women,Domestic Violence,Undetected,12.63281,77.26188
2537,400070004202602537,Hubballi-Dharwad,4,2026-07-06,2026,7,UDR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,15.36514,75.14343
2538,400130003202302538,Raichur,3,2023-01-22,2023,1,UDR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,16.24436,77.38457
2539,100020002202302539,Bengaluru Rural,2,2023-06-20,2023,6,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.28841,77.64654
2540,100050004202502540,Belagavi,4,2025-10-16,2025,10,FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,15.84199,74.35472
2541,100020004202302541,Bengaluru Rural,4,2023-03-21,2023,3,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.31486,77.56312
2542,100130002202602542,Raichur,2,2026-03-12,2026,3,PAR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,16.29624,77.42011
2543,100020003202402543,Bengaluru Rural,3,2024-01-27,2024,1,FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,13.26476,77.55465
2544,100040002202202544,Mangaluru (Dakshina Kannada),2,2022-01-04,2022,1,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.8682,74.89977
2545,100240002202202545,Kodagu,2,2022-02-18,2022,2,FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,12.35976,75.80057
2546,100050002202502546,Belagavi,2,2025-01-19,2025,1,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,15.91681,74.5364
2547,100040004202502547,Mangaluru (Dakshina Kannada),4,2025-09-27,2025,9,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.88068,74.88303
2548,100140003202402548,Bidar,3,2024-09-12,2024,9,FIR,Heinous,Crimes Against Body,Attempt to Murder,False Case,18.10892,77.50375
2549,100090001202502549,Tumakuru,1,2025-10-03,2025,10,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,13.39927,77.08583
2550,100050002202502550,Belagavi,2,2025-11-02,2025,11,FIR,Non-Heinous,Crimes Against Body,Assault,Undetected,15.84684,74.38115
2551,100090001202402551,Tumakuru,1,2024-12-13,2024,12,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,13.28778,77.14531
2552,100030003202602552,Mysuru,3,2026-09-24,2026,9,FIR,Non-Heinous,Public Order,Unlawful Assembly,Closed,12.3279,76.5357
2553,100240003202502553,Kodagu,3,2025-05-13,2025,5,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,12.3678,75.79823
2554,100020002202302554,Bengaluru Rural,2,2023-04-11,2023,4,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.12865,77.53374
2555,100140003202202555,Bidar,3,2022-12-03,2022,12,FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,17.95613,77.51223
2556,100050004202402556,Belagavi,4,2024-07-06,2024,7,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,15.79687,74.44968
2557,100280002202602557,Haveri,2,2026-12-11,2026,12,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,14.72893,75.42769
2558,100050004202202558,Belagavi,4,2022-04-05,2022,4,PAR,Heinous,Crimes Against Women,Molestation,Closed,15.90095,74.52079
2559,100190003202202559,Hassan,3,2022-09-02,2022,9,FIR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,12.97012,76.15931
2560,700010004202302560,Bengaluru City,4,2023-04-06,2023,4,Zero FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,13.02217,77.65227
2561,100030002202602561,Mysuru,2,2026-01-12,2026,1,FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,12.40428,76.72545
2562,100030004202602562,Mysuru,4,2026-03-20,2026,3,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.2688,76.58926
2563,100050004202302563,Belagavi,4,2023-11-09,2023,11,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,15.81486,74.49016
2564,400050001202502564,Belagavi,1,2025-08-07,2025,8,UDR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.86837,74.49704
2565,100010003202202565,Bengaluru City,3,2022-01-12,2022,1,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,12.95124,77.58383
2566,100230001202602566,Chamarajanagar,1,2026-01-22,2026,1,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,11.90556,76.95165
2567,100250003202202567,Ramanagara,3,2022-09-02,2022,9,FIR,Heinous,Crimes Against Body,Assault,Closed,12.63195,77.26325
2568,100050001202302568,Belagavi,1,2023-06-02,2023,6,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.84746,74.58764
2569,100050002202302569,Belagavi,2,2023-07-24,2023,7,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,15.79946,74.56196
2570,100110001202302570,Davanagere,1,2023-08-15,2023,8,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,14.50055,75.81073
2571,100110002202302571,Davanagere,2,2023-10-16,2023,10,FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,14.52507,75.80247
2572,100240004202502572,Kodagu,4,2025-09-08,2025,9,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.38637,75.64276
2573,100040004202302573,Mangaluru (Dakshina Kannada),4,2023-09-19,2023,9,PAR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,12.85018,74.95233
2574,100070004202502574,Hubballi-Dharwad,4,2025-01-01,2025,1,FIR,Non-Heinous,Narcotics,NDPS Trafficking,False Case,15.35882,75.11134
2575,100240003202502575,Kodagu,3,2025-05-15,2025,5,FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,12.40998,75.83099
2576,400210003202502576,Koppal,3,2025-12-07,2025,12,UDR,Non-Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,15.32398,76.16407
2577,100020002202302577,Bengaluru Rural,2,2023-03-17,2023,3,FIR,Non-Heinous,Crimes Against Women,Molestation,Undetected,13.35304,77.52032
2578,400030003202502578,Mysuru,3,2025-08-04,2025,8,UDR,Heinous,Crimes Against Body,Attempt to Murder,Undetected,12.32803,76.60359
2579,100110003202402579,Davanagere,3,2024-07-24,2024,7,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,14.41683,75.91767
2580,100050001202302580,Belagavi,1,2023-07-16,2023,7,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,15.79875,74.5378
2581,100240001202502581,Kodagu,1,2025-06-08,2025,6,FIR,Non-Heinous,Narcotics,NDPS Possession,Charge Sheeted,12.26855,75.87026
2582,100010003202202582,Bengaluru City,3,2022-05-26,2022,5,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.99796,77.58224
2583,100040002202602583,Mangaluru (Dakshina Kannada),2,2026-10-23,2026,10,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.85128,74.92545
2584,100010004202202584,Bengaluru City,4,2022-12-23,2022,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,12.95337,77.62658
2585,100090002202202585,Tumakuru,2,2022-02-07,2022,2,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,13.36461,77.13574
2586,700190001202202586,Hassan,1,2022-10-26,2022,10,Zero FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,13.0073,75.97688
2587,100020003202502587,Bengaluru Rural,3,2025-04-19,2025,4,FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,13.26847,77.56978
2588,100250004202502588,Ramanagara,4,2025-07-08,2025,7,FIR,Heinous,Crimes Against Women,Molestation,Closed,12.80614,77.29774
2589,100180003202202589,Mandya,3,2022-03-20,2022,3,PAR,Non-Heinous,Crimes Against Property,Robbery,Undetected,12.47582,76.90083
2590,100060002202302590,Kalaburagi,2,2023-06-02,2023,6,PAR,Non-Heinous,Crimes Against Women,Molestation,False Case,17.3051,76.8075
2591,100210004202302591,Koppal,4,2023-09-27,2023,9,FIR,Non-Heinous,Economic Offences,Forgery,False Case,15.41977,76.23832
2592,100050001202402592,Belagavi,1,2024-10-17,2024,10,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,15.80941,74.50161
2593,100130002202402593,Raichur,2,2024-01-25,2024,1,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,16.16532,77.47229
2594,100230002202302594,Chamarajanagar,2,2023-05-23,2023,5,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,11.98029,76.91662
2595,100060001202302595,Kalaburagi,1,2023-03-21,2023,3,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,17.37919,76.82133
2596,100030003202402596,Mysuru,3,2024-04-13,2024,4,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.3317,76.59993
2597,100120002202202597,Vijayapura,2,2022-07-20,2022,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,16.85394,75.80693
2598,100110003202502598,Davanagere,3,2025-10-22,2025,10,FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,14.42749,75.88872
2599,700160004202402599,Udupi,4,2024-03-14,2024,3,Zero FIR,Heinous,Crimes Against Body,Murder,Under Investigation,13.3876,74.82007
2600,100010004202502600,Bengaluru City,4,2025-08-21,2025,8,PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,12.94331,77.55603
2601,100250004202602601,Ramanagara,4,2026-03-18,2026,3,FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,12.69499,77.26089
2602,100030004202302602,Mysuru,4,2023-04-14,2023,4,FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,12.28523,76.58309
2603,700050002202602603,Belagavi,2,2026-04-16,2026,4,Zero FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,15.7364,74.50765
2604,700220003202202604,Yadgir,3,2022-08-05,2022,8,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,16.64299,77.13499
2605,100140001202202605,Bidar,1,2022-02-13,2022,2,FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,17.89225,77.47791
2606,100280003202502606,Haveri,3,2025-11-16,2025,11,FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,14.738,75.32739
2607,100130001202202607,Raichur,1,2022-08-14,2022,8,FIR,Non-Heinous,Public Order,Rioting,Under Investigation,16.18669,77.33139
2608,100040003202302608,Mangaluru (Dakshina Kannada),3,2023-05-01,2023,5,FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,13.00415,74.88297
2609,100270002202502609,Bagalkot,2,2025-03-23,2025,3,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,16.18124,75.66149
2610,400080001202302610,Ballari,1,2023-09-10,2023,9,UDR,Non-Heinous,Economic Offences,Forgery,Under Investigation,15.12915,76.80037
2611,100010001202502611,Bengaluru City,1,2025-02-26,2025,2,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,12.98999,77.59359
2612,100250003202602612,Ramanagara,3,2026-10-19,2026,10,FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,12.721,77.27657
2613,100130003202202613,Raichur,3,2022-10-16,2022,10,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,16.18629,77.23084
2614,100090001202602614,Tumakuru,1,2026-04-04,2026,4,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Undetected,13.36734,77.04021
2615,100110001202402615,Davanagere,1,2024-11-23,2024,11,FIR,Heinous,Crimes Against Body,Murder,False Case,14.37956,75.88351
2616,100250003202402616,Ramanagara,3,2024-07-12,2024,7,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,12.72935,77.17527
2617,100250003202602617,Ramanagara,3,2026-09-13,2026,9,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,12.66623,77.26406
2618,100020003202202618,Bengaluru Rural,3,2022-03-07,2022,3,FIR,Non-Heinous,Crimes Against Body,Assault,Closed,13.29098,77.58917
2619,100110003202602619,Davanagere,3,2026-08-24,2026,8,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,14.46989,75.86598
2620,100190001202402620,Hassan,1,2024-09-08,2024,9,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,13.12652,76.04369
2621,100250001202402621,Ramanagara,1,2024-05-19,2024,5,FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,12.80005,77.19567
2622,100090001202602622,Tumakuru,1,2026-05-01,2026,5,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.3248,77.22155
2623,100040004202302623,Mangaluru (Dakshina Kannada),4,2023-11-23,2023,11,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.89772,74.81365
2624,100230002202602624,Chamarajanagar,2,2026-06-22,2026,6,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,11.95415,76.92477
2625,100050002202602625,Belagavi,2,2026-11-06,2026,11,FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,15.79092,74.49177
2626,100120001202602626,Vijayapura,1,2026-04-26,2026,4,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,16.68469,75.65954
2627,700140003202402627,Bidar,3,2024-05-18,2024,5,Zero FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,17.87701,77.47987
2628,100030001202302628,Mysuru,1,2023-04-23,2023,4,FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,12.3979,76.64985
2629,100070001202202629,Hubballi-Dharwad,1,2022-04-27,2022,4,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Undetected,15.35839,75.0956
2630,700100002202402630,Shivamogga,2,2024-04-27,2024,4,Zero FIR,Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,13.88473,75.43545
2631,100020004202302631,Bengaluru Rural,4,2023-03-03,2023,3,PAR,Non-Heinous,Crimes Against Property,Burglary,False Case,13.27998,77.50671
2632,100050001202302632,Belagavi,1,2023-05-02,2023,5,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,15.76363,74.61243
2633,100080001202202633,Ballari,1,2022-01-06,2022,1,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,15.13894,76.97992
2634,100190002202402634,Hassan,2,2024-09-15,2024,9,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,13.07503,76.1021
2635,700020004202602635,Bengaluru Rural,4,2026-10-09,2026,10,Zero FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,13.22791,77.50213
2636,100050003202302636,Belagavi,3,2023-08-21,2023,8,FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,15.86757,74.45232
2637,100120002202502637,Vijayapura,2,2025-08-12,2025,8,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,16.83212,75.66649
2638,100010004202402638,Bengaluru City,4,2024-05-13,2024,5,FIR,Non-Heinous,Cyber Crime,Online Fraud,Closed,12.99028,77.67882
2639,100060002202502639,Kalaburagi,2,2025-05-12,2025,5,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,17.25345,76.82291
2640,100170001202302640,Kolar,1,2023-04-27,2023,4,FIR,Non-Heinous,Crimes Against Body,Assault,Closed,12.98956,78.10017
2641,100020004202402641,Bengaluru Rural,4,2024-05-26,2024,5,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,False Case,13.3617,77.50824
2642,100160004202502642,Udupi,4,2025-12-02,2025,12,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,13.27157,74.78497
2643,100250004202202643,Ramanagara,4,2022-05-01,2022,5,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,12.77794,77.32404
2644,700070004202202644,Hubballi-Dharwad,4,2022-03-11,2022,3,Zero FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.3043,75.08002
2645,100280003202402645,Haveri,3,2024-03-06,2024,3,FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,14.77341,75.34649
2646,100080004202202646,Ballari,4,2022-12-16,2022,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,15.16456,76.84201
2647,100020002202602647,Bengaluru Rural,2,2026-01-23,2026,1,FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,13.24742,77.58692
2648,100110001202402648,Davanagere,1,2024-11-14,2024,11,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,14.45292,75.89933
2649,100020001202402649,Bengaluru Rural,1,2024-07-27,2024,7,FIR,Non-Heinous,Crimes Against Body,Assault,Closed,13.32657,77.56536
2650,100020002202402650,Bengaluru Rural,2,2024-07-14,2024,7,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.35836,77.49244
2651,100230004202202651,Chamarajanagar,4,2022-01-02,2022,1,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,11.929,76.87427
2652,100010003202302652,Bengaluru City,3,2023-08-12,2023,8,FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,13.04441,77.64469
2653,100190003202302653,Hassan,3,2023-12-18,2023,12,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,13.01505,76.18632
2654,100050001202602654,Belagavi,1,2026-08-01,2026,8,FIR,Heinous,Crimes Against Women,Dowry Harassment,Closed,15.83516,74.43594
2655,100140002202402655,Bidar,2,2024-01-14,2024,1,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,17.91515,77.57683
2656,700040004202502656,Mangaluru (Dakshina Kannada),4,2025-07-13,2025,7,Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.80186,74.74774
2657,100130004202402657,Raichur,4,2024-10-10,2024,10,FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,16.26417,77.27646
2658,100050003202302658,Belagavi,3,2023-12-19,2023,12,FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,15.87504,74.48313
2659,100040004202502659,Mangaluru (Dakshina Kannada),4,2025-05-12,2025,5,FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.94131,75.0198
2660,700240004202302660,Kodagu,4,2023-08-21,2023,8,Zero FIR,Heinous,Crimes Against Body,Murder,Closed,12.24598,75.78001
2661,100050001202602661,Belagavi,1,2026-12-08,2026,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,15.90326,74.40066
2662,100130004202202662,Raichur,4,2022-03-20,2022,3,FIR,Non-Heinous,Crimes Against Women,Molestation,Undetected,16.22356,77.41552
2663,100250003202402663,Ramanagara,3,2024-09-03,2024,9,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.736,77.35282
2664,100080004202602664,Ballari,4,2026-08-24,2026,8,FIR,Heinous,Narcotics,NDPS Possession,Closed,15.17348,76.90163
2665,100010003202502665,Bengaluru City,3,2025-03-07,2025,3,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.95425,77.65591
2666,100280003202502666,Haveri,3,2025-01-15,2025,1,FIR,Non-Heinous,Cyber Crime,Phishing,False Case,14.81156,75.43145
2667,100050004202502667,Belagavi,4,2025-03-27,2025,3,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,False Case,15.99919,74.52919
2668,100050001202202668,Belagavi,1,2022-06-19,2022,6,PAR,Heinous,Crimes Against Women,Dowry Harassment,False Case,15.84152,74.45593
2669,100050004202402669,Belagavi,4,2024-08-01,2024,8,FIR,Heinous,Crimes Against Body,Grievous Hurt,False Case,15.80609,74.56857
2670,100010002202602670,Bengaluru City,2,2026-10-27,2026,10,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.03773,77.69809
2671,100200004202402671,Chitradurga,4,2024-05-27,2024,5,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,14.17338,76.39704
2672,100020003202402672,Bengaluru Rural,3,2024-03-06,2024,3,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,13.32542,77.54546
2673,100010004202602673,Bengaluru City,4,2026-03-04,2026,3,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.00265,77.71172
2674,100020003202402674,Bengaluru Rural,3,2024-05-06,2024,5,FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,13.23561,77.61281
2675,100090003202602675,Tumakuru,3,2026-05-10,2026,5,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,13.37318,77.22514
2676,100020001202302676,Bengaluru Rural,1,2023-10-14,2023,10,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.22247,77.58744
2677,100030003202502677,Mysuru,3,2025-05-18,2025,5,FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,12.31098,76.58233
2678,100030002202402678,Mysuru,2,2024-11-03,2024,11,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.36839,76.64203
2679,100230002202502679,Chamarajanagar,2,2025-01-03,2025,1,FIR,Heinous,Crimes Against Body,Assault,Closed,11.92108,76.88754
2680,100010002202202680,Bengaluru City,2,2022-02-18,2022,2,FIR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,13.10247,77.6557
2681,100150003202402681,Chikkamagaluru,3,2024-11-23,2024,11,FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,13.37232,75.8872
2682,100240004202202682,Kodagu,4,2022-10-07,2022,10,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,12.42792,75.76034
2683,100130001202502683,Raichur,1,2025-01-09,2025,1,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,16.13547,77.33147
2684,100130004202502684,Raichur,4,2025-02-15,2025,2,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,16.18759,77.36522
2685,100240003202202685,Kodagu,3,2022-01-25,2022,1,PAR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.29482,75.73636
2686,100030004202202686,Mysuru,4,2022-04-05,2022,4,FIR,Non-Heinous,Cyber Crime,Phishing,False Case,12.34715,76.58752
2687,100080001202302687,Ballari,1,2023-12-21,2023,12,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,15.2211,76.86514
2688,100030002202402688,Mysuru,2,2024-11-06,2024,11,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.24786,76.60466
2689,100030004202202689,Mysuru,4,2022-03-01,2022,3,FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,12.26324,76.7032
2690,700120002202302690,Vijayapura,2,2023-09-21,2023,9,Zero FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,16.8869,75.72007
2691,100050001202402691,Belagavi,1,2024-06-24,2024,6,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,15.90629,74.55485
2692,100080001202402692,Ballari,1,2024-09-09,2024,9,FIR,Heinous,Crimes Against Women,Sexual Assault,False Case,15.14952,76.92315
2693,100180004202302693,Mandya,4,2023-12-16,2023,12,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.51749,76.84084
2694,100130004202602694,Raichur,4,2026-02-14,2026,2,FIR,Non-Heinous,Crimes Against Body,Murder,Closed,16.34873,77.36548
2695,100160003202602695,Udupi,3,2026-02-07,2026,2,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.14243,74.737
2696,100110001202602696,Davanagere,1,2026-06-24,2026,6,FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,14.54788,75.86025
2697,100080003202502697,Ballari,3,2025-01-27,2025,1,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,False Case,15.16449,76.93443
2698,100160003202402698,Udupi,3,2024-04-15,2024,4,FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,13.21711,74.75073
2699,100230004202402699,Chamarajanagar,4,2024-12-10,2024,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,11.94261,77.00664
2700,100050001202502700,Belagavi,1,2025-12-20,2025,12,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,15.83574,74.46836
2701,100270001202602701,Bagalkot,1,2026-06-05,2026,6,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,16.0586,75.6871
2702,100250004202202702,Ramanagara,4,2022-02-26,2022,2,FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,12.74863,77.17035
2703,100020003202602703,Bengaluru Rural,3,2026-09-26,2026,9,PAR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.29303,77.54327
2704,100200002202602704,Chitradurga,2,2026-04-08,2026,4,FIR,Heinous,Crimes Against Body,Assault,False Case,14.27249,76.46823
2705,100070003202502705,Hubballi-Dharwad,3,2025-01-26,2025,1,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.42554,75.1154
2706,100120002202202706,Vijayapura,2,2022-07-07,2022,7,FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,16.78671,75.64459
2707,100240003202402707,Kodagu,3,2024-06-09,2024,6,FIR,Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,12.43543,75.79724
2708,100120002202602708,Vijayapura,2,2026-12-12,2026,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,16.80384,75.68109
2709,100030003202502709,Mysuru,3,2025-02-13,2025,2,FIR,Non-Heinous,Crimes Against Body,Murder,Closed,12.2004,76.54261
2710,100160004202602710,Udupi,4,2026-05-23,2026,5,FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,13.38162,74.78052
2711,100020004202302711,Bengaluru Rural,4,2023-02-19,2023,2,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.15218,77.46114
2712,100170002202202712,Kolar,2,2022-11-06,2022,11,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.18652,78.17683
2713,100050003202602713,Belagavi,3,2026-09-04,2026,9,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.77876,74.5449
2714,100040003202402714,Mangaluru (Dakshina Kannada),3,2024-09-02,2024,9,FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,12.93225,74.76175
2715,100240004202402715,Kodagu,4,2024-11-01,2024,11,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,12.38877,75.8306
2716,100230002202402716,Chamarajanagar,2,2024-11-12,2024,11,FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,11.87323,76.86718
2717,100200004202402717,Chitradurga,4,2024-04-01,2024,4,PAR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,14.16183,76.39277
2718,100160001202602718,Udupi,1,2026-11-20,2026,11,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.34349,74.66155
2719,100070002202502719,Hubballi-Dharwad,2,2025-08-22,2025,8,FIR,Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,15.28059,75.03662
2720,100030002202602720,Mysuru,2,2026-06-13,2026,6,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,12.26467,76.81701
2721,100080004202402721,Ballari,4,2024-02-08,2024,2,FIR,Non-Heinous,Crimes Against Women,Molestation,Undetected,15.1859,76.85448
